YEAR,category,aktor,film,type
2022,ANIMATED FEATURE FILM,"Mike Rianda, Phil Lord, Christopher Miller and Kurt Albrecht","""The Mitchells vs. the Machines""",nominees
2022,ANIMATED FEATURE FILM,"Don Hall, Carlos López Estrada, Osnat Shurer and Peter Del Vecho","""Raya and the Last Dragon""",nominees
2022,CINEMATOGRAPHY,Greig Fraser,"""Dune""",Winner
2022,CINEMATOGRAPHY,Dan Laustsen,"""Nightmare Alley""",nominees
2022,CINEMATOGRAPHY,Ari Wegner,"""The Power of the Dog""",nominees
2022,CINEMATOGRAPHY,Bruno Delbonnel,"""The Tragedy of Macbeth""",nominees
2022,CINEMATOGRAPHY,Janusz Kaminski,"""West Side Story""",nominees
2022,COSTUME DESIGN,Jenny Beavan,"""Cruella""",Winner
2022,COSTUME DESIGN,Massimo Cantini Parrini and Jacqueline Durran,"""Cyrano""",nominees
2022,COSTUME DESIGN,Jacqueline West and Robert Morgan,"""Dune""",nominees
2022,COSTUME DESIGN,Luis Sequeira,"""Nightmare Alley""",nominees
2022,COSTUME DESIGN,Paul Tazewell,"""West Side Story""",nominees
2022,DIRECTING,Jane Campion,"""The Power of the Dog""",Winner
2022,DIRECTING,Kenneth Branagh,"""Belfast""",nominees
2022,DIRECTING,Ryusuke Hamaguchi,"""Drive My Car""",nominees
2022,DIRECTING,Paul Thomas Anderson,"""Licorice Pizza""",nominees
2022,DIRECTING,Steven Spielberg,"""West Side Story""",nominees
2022,DOCUMENTARY (Feature),"Ahmir ""Questlove"" Thompson, Joseph Patel, Robert Fyvolent and David Dinerstein","""Summer of Soul (...Or, When the Revolution Could Not Be Televised)""",Winner
2022,DOCUMENTARY (Feature),"Jessica Kingdon, Kira Simon-Kennedy and Nathan Truesdell","""Ascension""",nominees
2022,DOCUMENTARY (Feature),Stanley Nelson and Traci A. Curry,"""Attica""",nominees
2022,DOCUMENTARY (Feature),"Jonas Poher Rasmussen, Monica Hellström, Signe Byrge Sørensen and Charlotte De La Gournerie","""Flee""",nominees
2022,DOCUMENTARY (Feature),Rintu Thomas and Sushmit Ghosh,"""Writing with Fire""",nominees
2022,DOCUMENTARY (Short Subject),Ben Proudfoot,"""The Queen of Basketball""",Winner
2022,DOCUMENTARY (Short Subject),Matt Ogens and Geoff McLean,"""Audible""",nominees
2022,DOCUMENTARY (Short Subject),Pedro Kos and Jon Shenk,"""Lead Me Home""",nominees
2022,DOCUMENTARY (Short Subject),Elizabeth Mirzaei and Gulistan Mirzaei,"""Three Songs for Benazir""",nominees
2022,DOCUMENTARY (Short Subject),Jay Rosenblatt,"""When We Were Bullies""",nominees
2022,FILM EDITING,Joe Walker,"""Dune""",Winner
2022,FILM EDITING,Hank Corwin,"""Don't Look Up""",nominees
2022,FILM EDITING,Pamela Martin,"""King Richard""",nominees
2022,FILM EDITING,Peter Sciberras,"""The Power of the Dog""",nominees
2022,FILM EDITING,Myron Kerstein and Andrew Weisblum,"""tick, tick...BOOM!""",nominees
2022,INTERNATIONAL FEATURE FILM,Japan,"""Drive My Car""",Winner
2022,INTERNATIONAL FEATURE FILM,Denmark,"""Flee""",nominees
2022,INTERNATIONAL FEATURE FILM,Italy,"""The Hand of God""",nominees
2022,INTERNATIONAL FEATURE FILM,Bhutan,"""Lunana: A Yak in the Classroom""",nominees
2022,INTERNATIONAL FEATURE FILM,Norway,"""The Worst Person in the World""",nominees
2022,MAKEUP AND HAIRSTYLING,"Linda Dowds, Stephanie Ingram and Justin Raleigh","""The Eyes of Tammy Faye""",Winner
2022,MAKEUP AND HAIRSTYLING,"Mike Marino, Stacey Morris and Carla Farmer","""Coming 2 America""",nominees
2022,MAKEUP AND HAIRSTYLING,"Nadia Stacey, Naomi Donne and Julia Vernon","""Cruella""",nominees
2022,MAKEUP AND HAIRSTYLING,"Donald Mowat, Love Larson and Eva von Bahr","""Dune""",nominees
2022,MAKEUP AND HAIRSTYLING,"Göran Lundström, Anna Carin Lock and Frederic Aspiras","""House of Gucci""",nominees
2022,MUSIC (Original Score),Hans Zimmer,"""Dune""",Winner
2022,MUSIC (Original Score),Nicholas Britell,"""Don't Look Up""",nominees
2022,MUSIC (Original Score),Germaine Franco,"""Encanto""",nominees
2022,MUSIC (Original Score),Alberto Iglesias,"""Parallel Mothers""",nominees
2022,MUSIC (Original Score),Jonny Greenwood,"""The Power of the Dog""",nominees
2022,MUSIC (Original Song),Music and Lyric by Billie Eilish and Finneas O'Connell,"""No Time to Die""",Winner
2022,MUSIC (Original Song),Music and Lyric by DIXSON and Beyoncé Knowles-Carter,"""King Richard""",nominees
2022,MUSIC (Original Song),Music and Lyric by Lin-Manuel Miranda,"""Encanto""",nominees
2022,MUSIC (Original Song),Music and Lyric by Van Morrison,"""Belfast""",nominees
2022,MUSIC (Original Song),Music and Lyric by Diane Warren,"""Four Good Days""",nominees
2022,BEST PICTURE,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers","""CODA""",Winner
2022,BEST PICTURE,"Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas, Producers","""Belfast""",nominees
2022,BEST PICTURE,"Adam McKay and Kevin Messick, Producers","""Don't Look Up""",nominees
2022,BEST PICTURE,"Teruhisa Yamamoto, Producer","""Drive My Car""",nominees
2022,BEST PICTURE,"Mary Parent, Denis Villeneuve and Cale Boyter, Producers","""Dune""",nominees
2022,BEST PICTURE,"Tim White, Trevor White and Will Smith, Producers","""King Richard""",nominees
2022,BEST PICTURE,"Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers","""Licorice Pizza""",nominees
2022,BEST PICTURE,"Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers","""Nightmare Alley""",nominees
2022,BEST PICTURE,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers","""The Power of the Dog""",nominees
2022,BEST PICTURE,"Steven Spielberg and Kristie Macosko Krieger, Producers","""West Side Story""",nominees
2022,PRODUCTION DESIGN,Production Design: Patrice Vermette; Set Decoration: Zsuzsanna Sipos,"""Dune""",Winner
2022,PRODUCTION DESIGN,Production Design: Tamara Deverell; Set Decoration: Shane Vieau,"""Nightmare Alley""",nominees
2022,PRODUCTION DESIGN,Production Design: Grant Major; Set Decoration: Amber Richards,"""The Power of the Dog""",nominees
2022,PRODUCTION DESIGN,Production Design: Stefan Dechant; Set Decoration: Nancy Haigh,"""The Tragedy of Macbeth""",nominees
2022,PRODUCTION DESIGN,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo,"""West Side Story""",nominees
2022,SHORT FILM (Animated),Alberto Mielgo and Leo Sanchez,"""The Windshield Wiper""",Winner
2022,SHORT FILM (Animated),Joanna Quinn and Les Mills,"""Affairs of the Art""",nominees
2022,SHORT FILM (Animated),Hugo Covarrubias and Tevo Díaz,"""Bestia""",nominees
2022,SHORT FILM (Animated),Anton Dyakov,"""Boxballet""",nominees
2022,SHORT FILM (Animated),Dan Ojari and Mikey Please,"""Robin Robin""",nominees
2022,SHORT FILM (Live Action),Aneil Karia and Riz Ahmed,"""The Long Goodbye""",Winner
2022,SHORT FILM (Live Action),"Maria Brendle and Nadine Lüchinger - ""Ala Kachuu - Take and Run""",,nominees
2022,SHORT FILM (Live Action),Tadeusz Lysiak and Maciej Slesicki,"""The Dress""",nominees
2022,SHORT FILM (Live Action),Martin Strange-Hansen and Kim Magnusson,"""On My Mind""",nominees
2022,SHORT FILM (Live Action),K.D. Dávila and Levin Menekse,"""Please Hold""",nominees
2022,SOUND,"Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill and Ron Bartlett","""Dune""",Winner
2022,SOUND,"Denise Yarde, Simon Chase, James Mather and Niv Adiri","""Belfast""",nominees
2022,SOUND,"Simon Hayes, Oliver Tarney, James Harrison, Paul Massey and Mark Taylor","""No Time to Die""",nominees
2022,SOUND,"Richard Flynn, Robert Mackenzie and Tara Webb","""The Power of the Dog""",nominees
2022,SOUND,"Tod A. Maitland, Gary Rydstrom, Brian Chumney, Andy Nelson and Shawn Murphy","""West Side Story""",nominees
2022,VISUAL EFFECTS,"Paul Lambert, Tristan Myles, Brian Connor and Gerd Nefzer","""Dune""",Winner
2022,VISUAL EFFECTS,"Swen Gillberg, Bryan Grill, Nikos Kalaitzidis and Dan Sudick","""Free Guy""",nominees
2022,VISUAL EFFECTS,"Charlie Noble, Joel Green, Jonathan Fawkner and Chris Corbould","""No Time to Die""",nominees
2022,VISUAL EFFECTS,"Christopher Townsend, Joe Farrell, Sean Noel Walker and Dan Oliver","""Shang-Chi and the Legend of the Ten Rings""",nominees
2022,VISUAL EFFECTS,"Kelly Port, Chris Waegner, Scott Edelstein and Dan Sudick","""Spider-Man: No Way Home""",nominees
2022,WRITING (Adapted Screenplay),Screenplay by Siân Heder,"""CODA""",Winner
2022,WRITING (Adapted Screenplay),"Screenplay by Ryusuke Hamaguchi, Takamasa Oe","""Drive My Car""",nominees
2022,WRITING (Adapted Screenplay),Screenplay by Jon Spaihts and Denis Villeneuve and Eric Roth,"""Dune""",nominees
2022,WRITING (Adapted Screenplay),Written by Maggie Gyllenhaal,"""The Lost Daughter""",nominees
2022,WRITING (Adapted Screenplay),Written by Jane Campion,"""The Power of the Dog""",nominees
2022,WRITING (Original Screenplay),Written by Kenneth Branagh,"""Belfast""",Winner
2022,WRITING (Original Screenplay),Screenplay by Adam McKay; Story by Adam McKay & David Sirota,"""Don't Look Up""",nominees
2022,WRITING (Original Screenplay),Written by Zach Baylin,"""King Richard""",nominees
2022,WRITING (Original Screenplay),Written by Paul Thomas Anderson,"""Licorice Pizza""",nominees
2022,WRITING (Original Screenplay),"Written by Eskil Vogt, Joachim Trier","""The Worst Person in the World""",nominees
2022,JEAN HERSHOLT HUMANITARIAN AWARD,nan,,Winner
2022,HONORARY AWARD,"To Samuel L. Jackson, whose dynamic performances resonate across genres and generations of audiences worldwide.",,Winner
2022,HONORARY AWARD,"To Elaine May, writer, director, performer, pioneer whose bracing comedic spark illuminates us all.",,Winner
2022,HONORARY AWARD,"To Liv Ullmann, for her deeply affecting screen portrayals and lifelong commitment to exploring the human condition.",,Winner
2021,ACTOR IN A LEADING ROLE,Anthony Hopkins,"""The Father""",Winner
2021,ACTOR IN A LEADING ROLE,Riz Ahmed,"""Sound of Metal""",nominees
2021,ACTOR IN A LEADING ROLE,Chadwick Boseman,"""Ma Rainey's Black Bottom""",nominees
2021,ACTOR IN A LEADING ROLE,Gary Oldman,"""Mank""",nominees
2021,ACTOR IN A LEADING ROLE,Steven Yeun,"""Minari""",nominees
2021,ACTOR IN A SUPPORTING ROLE,Daniel Kaluuya,"""Judas and the Black Messiah""",Winner
2021,ACTOR IN A SUPPORTING ROLE,Sacha Baron Cohen,"""The Trial of the Chicago 7""",nominees
2021,ACTOR IN A SUPPORTING ROLE,"Leslie Odom, Jr.","""One Night in Miami...""",nominees
2021,ACTOR IN A SUPPORTING ROLE,Paul Raci,"""Sound of Metal""",nominees
2021,ACTOR IN A SUPPORTING ROLE,Lakeith Stanfield,"""Judas and the Black Messiah""",nominees
2021,ACTRESS IN A LEADING ROLE,Frances McDormand,"""Nomadland""",Winner
2021,ACTRESS IN A LEADING ROLE,Viola Davis,"""Ma Rainey's Black Bottom""",nominees
2021,ACTRESS IN A LEADING ROLE,Andra Day,"""The United States vs. Billie Holiday""",nominees
2021,ACTRESS IN A LEADING ROLE,Vanessa Kirby,"""Pieces of a Woman""",nominees
2021,ACTRESS IN A LEADING ROLE,Carey Mulligan,"""Promising Young Woman""",nominees
2021,ACTRESS IN A SUPPORTING ROLE,Yuh-Jung Youn,"""Minari""",Winner
2021,ACTRESS IN A SUPPORTING ROLE,Maria Bakalova,"""Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan""",nominees
2021,ACTRESS IN A SUPPORTING ROLE,Glenn Close,"""Hillbilly Elegy""",nominees
2021,ACTRESS IN A SUPPORTING ROLE,Olivia Colman,"""The Father""",nominees
2021,ACTRESS IN A SUPPORTING ROLE,Amanda Seyfried,"""Mank""",nominees
2021,ANIMATED FEATURE FILM,Pete Docter and Dana Murray,"""Soul""",Winner
2021,ANIMATED FEATURE FILM,Dan Scanlon and Kori Rae,"""Onward""",nominees
2021,ANIMATED FEATURE FILM,"Glen Keane, Gennie Rim and Peilin Chou","""Over the Moon""",nominees
2021,ANIMATED FEATURE FILM,"Richard Phelan, Will Becher and Paul Kewley","""A Shaun the Sheep Movie: Farmageddon""",nominees
2021,ANIMATED FEATURE FILM,"Tomm Moore, Ross Stewart, Paul Young and Stéphan Roelants","""Wolfwalkers""",nominees
2021,CINEMATOGRAPHY,Erik Messerschmidt,"""Mank""",Winner
2021,CINEMATOGRAPHY,Sean Bobbitt,"""Judas and the Black Messiah""",nominees
2021,CINEMATOGRAPHY,Dariusz Wolski,"""News of the World""",nominees
2021,CINEMATOGRAPHY,Joshua James Richards,"""Nomadland""",nominees
2021,CINEMATOGRAPHY,Phedon Papamichael,"""The Trial of the Chicago 7""",nominees
2021,COSTUME DESIGN,Ann Roth,"""Ma Rainey's Black Bottom""",Winner
2021,COSTUME DESIGN,Alexandra Byrne,"""Emma""",nominees
2021,COSTUME DESIGN,Trish Summerville,"""Mank""",nominees
2021,COSTUME DESIGN,Bina Daigeler,"""Mulan""",nominees
2021,COSTUME DESIGN,Massimo Cantini Parrini,"""Pinocchio""",nominees
2021,DIRECTING,Chloé Zhao,"""Nomadland""",Winner
2021,DIRECTING,Thomas Vinterberg,"""Another Round""",nominees
2021,DIRECTING,David Fincher,"""Mank""",nominees
2021,DIRECTING,Lee Isaac Chung,"""Minari""",nominees
2021,DIRECTING,Emerald Fennell,"""Promising Young Woman""",nominees
2021,DOCUMENTARY (Feature),"Pippa Ehrlich, James Reed and Craig Foster","""My Octopus Teacher""",Winner
2021,DOCUMENTARY (Feature),Alexander Nanau and Bianca Oana,"""Collective""",nominees
2021,DOCUMENTARY (Feature),"Nicole Newnham, Jim LeBrecht and Sara Bolder","""Crip Camp""",nominees
2021,DOCUMENTARY (Feature),Maite Alberdi and Marcela Santibáñez,"""The Mole Agent""",nominees
2021,DOCUMENTARY (Feature),"Garrett Bradley, Lauren Domino and Kellen Quinn","""Time""",nominees
2021,DOCUMENTARY (Short Subject),Anthony Giacchino and Alice Doyard,"""Colette""",Winner
2021,DOCUMENTARY (Short Subject),Ben Proudfoot and Kris Bowers,"""A Concerto Is a Conversation""",nominees
2021,DOCUMENTARY (Short Subject),Anders Hammer and Charlotte Cook,"""Do Not Split""",nominees
2021,DOCUMENTARY (Short Subject),Skye Fitzgerald and Michael Scheuerman,"""Hunger Ward""",nominees
2021,DOCUMENTARY (Short Subject),Sophia Nahli Allison and Janice Duncan,"""A Love Song for Latasha""",nominees
2021,FILM EDITING,Mikkel E. G. Nielsen,"""Sound of Metal""",Winner
2021,FILM EDITING,Yorgos Lamprinos,"""The Father""",nominees
2021,FILM EDITING,Chloé Zhao,"""Nomadland""",nominees
2021,FILM EDITING,Frédéric Thoraval,"""Promising Young Woman""",nominees
2021,FILM EDITING,Alan Baumgarten,"""The Trial of the Chicago 7""",nominees
2021,INTERNATIONAL FEATURE FILM,Denmark,"""Another Round""",Winner
2021,INTERNATIONAL FEATURE FILM,Hong Kong,"""Better Days""",nominees
2021,INTERNATIONAL FEATURE FILM,Romania,"""Collective""",nominees
2021,INTERNATIONAL FEATURE FILM,Tunisia,"""The Man Who Sold His Skin""",nominees
2021,INTERNATIONAL FEATURE FILM,Bosnia and Herzegovina,"""Quo Vadis, Aida?""",nominees
2021,MAKEUP AND HAIRSTYLING,"Sergio Lopez-Rivera, Mia Neal and Jamika Wilson","""Ma Rainey's Black Bottom""",Winner
2021,MAKEUP AND HAIRSTYLING,"Marese Langan, Laura Allen and Claudia Stolze","""Emma""",nominees
2021,MAKEUP AND HAIRSTYLING,"Eryn Krueger Mekash, Matthew Mungle and Patricia Dehaney","""Hillbilly Elegy""",nominees
2021,MAKEUP AND HAIRSTYLING,"Gigi Williams, Kimberley Spiteri and Colleen LaBaff","""Mank""",nominees
2021,MAKEUP AND HAIRSTYLING,"Mark Coulier, Dalia Colli and Francesco Pegoretti","""Pinocchio""",nominees
2021,MUSIC (Original Score),"Trent Reznor, Atticus Ross and Jon Batiste","""Soul""",Winner
2021,MUSIC (Original Score),Terence Blanchard,"""Da 5 Bloods""",nominees
2021,MUSIC (Original Score),Trent Reznor and Atticus Ross,"""Mank""",nominees
2021,MUSIC (Original Score),Emile Mosseri,"""Minari""",nominees
2021,MUSIC (Original Score),James Newton Howard,"""News of the World""",nominees
2021,MUSIC (Original Song),Music by H.E.R. and Dernst Emile II; Lyric by H.E.R. and Tiara Thomas,"""Judas and the Black Messiah""",Winner
2021,MUSIC (Original Song),Music by Daniel Pemberton; Lyric by Daniel Pemberton and Celeste Waite,"""The Trial of the Chicago 7""",nominees
2021,MUSIC (Original Song),"Music and Lyric by Savan Kotecha, Fat Max Gsus and Rickard Göransson","""Eurovision Song Contest: The Story of Fire Saga""",nominees
2021,MUSIC (Original Song),Music by Diane Warren; Lyric by Diane Warren and Laura Pausini,"""The Life Ahead (La Vita Davanti a Se)""",nominees
2021,MUSIC (Original Song),"Music and Lyric by Leslie Odom, Jr. and Sam Ashworth","""One Night in Miami...""",nominees
2021,BEST PICTURE,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers","""Nomadland""",Winner
2021,BEST PICTURE,"David Parfitt, Jean-Louis Livi and Philippe Carcassonne, Producers","""The Father""",nominees
2021,BEST PICTURE,"Shaka King, Charles D. King and Ryan Coogler, Producers","""Judas and the Black Messiah""",nominees
2021,BEST PICTURE,"Ceán Chaffin, Eric Roth and Douglas Urbanski, Producers","""Mank""",nominees
2021,BEST PICTURE,"Christina Oh, Producer","""Minari""",nominees
2021,BEST PICTURE,"Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara, Producers","""Promising Young Woman""",nominees
2021,BEST PICTURE,"Bert Hamelinck and Sacha Ben Harroche, Producers","""Sound of Metal""",nominees
2021,BEST PICTURE,"Marc Platt and Stuart Besser, Producers","""The Trial of the Chicago 7""",nominees
2021,PRODUCTION DESIGN,Production Design: Donald Graham Burt; Set Decoration: Jan Pascale,"""Mank""",Winner
2021,PRODUCTION DESIGN,Production Design: Peter Francis; Set Decoration: Cathy Featherstone,"""The Father""",nominees
2021,PRODUCTION DESIGN,Production Design: Mark Ricker; Set Decoration: Karen O'Hara and Diana Stoughton,"""Ma Rainey's Black Bottom""",nominees
2021,PRODUCTION DESIGN,Production Design: David Crank; Set Decoration: Elizabeth Keenan,"""News of the World""",nominees
2021,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,"""Tenet""",nominees
2021,SHORT FILM (Animated),Will McCormack and Michael Govier,"""If Anything Happens I Love You""",Winner
2021,SHORT FILM (Animated),Madeline Sharafian and Michael Capbarat,"""Burrow""",nominees
2021,SHORT FILM (Animated),Adrien Mérigeau and Amaury Ovise,"""Genius Loci""",nominees
2021,SHORT FILM (Animated),Erick Oh,"""Opera""",nominees
2021,SHORT FILM (Animated),Gísli Darri Halldórsson and Arnar Gunnarsson,"""Yes-People""",nominees
2021,SHORT FILM (Live Action),Travon Free and Martin Desmond Roe,"""Two Distant Strangers""",Winner
2021,SHORT FILM (Live Action),Doug Roland and Susan Ruzenski,"""Feeling Through""",nominees
2021,SHORT FILM (Live Action),Elvira Lind and Sofia Sondervan,"""The Letter Room""",nominees
2021,SHORT FILM (Live Action),Farah Nabulsi and Ossama Bawardi,"""The Present""",nominees
2021,SHORT FILM (Live Action),Tomer Shushan and Shira Hochman,"""White Eye""",nominees
2021,SOUND,"Nicolas Becker, Jaime Baksht, Michellee Couttolenc, Carlos Cortés and Phillip Bladh","""Sound of Metal""",Winner
2021,SOUND,"Warren Shaw, Michael Minkler, Beau Borders and David Wyman","""Greyhound""",nominees
2021,SOUND,"Ren Klyce, Jeremy Molod, David Parker, Nathan Nance and Drew Kunin","""Mank""",nominees
2021,SOUND,"Oliver Tarney, Mike Prestwood Smith, William Miller and John Pritchett","""News of the World""",nominees
2021,SOUND,"Ren Klyce, Coya Elliott and David Parker","""Soul""",nominees
2021,VISUAL EFFECTS,"Andrew Jackson, David Lee, Andrew Lockley and Scott Fisher","""Tenet""",Winner
2021,VISUAL EFFECTS,"Matt Sloan, Genevieve Camilleri, Matt Everitt and Brian Cox","""Love and Monsters""",nominees
2021,VISUAL EFFECTS,"Matthew Kasmir, Christopher Lawrence, Max Solomon and David Watkins","""The Midnight Sky""",nominees
2021,VISUAL EFFECTS,"Sean Faden, Anders Langlands, Seth Maury and Steve Ingram","""Mulan""",nominees
2021,VISUAL EFFECTS,"Nick Davis, Greg Fisher, Ben Jones and Santiago Colomo Martinez","""The One and Only Ivan""",nominees
2021,WRITING (Adapted Screenplay),Screenplay by Christopher Hampton and Florian Zeller,"""The Father""",Winner
